client_id,first_name,last_name,gender,date_of_birth,city,state,country,annual_income,risk_profile,account_open_date,age,income_bracket
1857,Nachiket,Bajaj,Male,2000-08-08,Bhopal,Madhya Pradesh,India,2229996,Low,2025-05-05,25,Upper Middle
1858,Nachiket,Kadakia,Male,1985-11-28,Pune,Maharashtra,India,1078885,Low,2026-04-24,40,Upper Middle
1859,Irya,Hans,Female,1987-01-30,Jaipur,Rajasthan,India,3544843,Medium,2021-12-11,39,Upper Middle
1860,Lakshit,Walia,Male,1979-04-10,Nagpur,Maharashtra,India,1671897,Low,2021-05-12,47,Upper Middle
1861,Urvi,Dalal,Female,1982-07-23,Lucknow,Uttar Pradesh,India,1150647,Medium,2021-12-01,43,Upper Middle
1862,Falguni,Dugar,Female,1985-05-04,Pune,Maharashtra,India,4552776,Low,2021-02-15,41,Upper Middle
1863,Dakshesh,Aurora,Male,1963-08-05,Nashik,Maharashtra,India,3669732,Medium,2021-02-21,62,Upper Middle
1864,Yasti,Chaudry,Female,1988-08-17,New Delhi,Delhi,India,1272729,Medium,2026-01-03,37,Upper Middle
1865,Pushti,Nagar,Female,1955-11-16,Hyderabad,Telangana,India,3110716,High,2020-01-01,70,Upper Middle
1866,Ekavir,Mander,Male,1977-10-11,Surat,Gujarat,India,3516794,High,2021-02-05,48,Upper Middle
1867,Krisha,Garg,Female,1983-07-12,Bengaluru,Karnataka,India,2462889,Low,2026-04-03,42,Upper Middle
1868,Nimrat,Nigam,Female,1976-02-17,Jaipur,Rajasthan,India,634239,Low,2017-09-12,50,Middle
1869,Vamakshi,Bedi,Female,2001-09-01,Noida,Uttar Pradesh,India,3397882,Low,2025-09-07,24,Upper Middle
1870,Amrita,Sinha,Female,1971-02-26,New Delhi,Delhi,India,1799280,Low,2018-09-13,55,Upper Middle
1871,Damyanti,Rajagopal,Female,1985-02-06,Nashik,Maharashtra,India,598760,Medium,2017-05-06,41,Middle
1872,Caleb,Sandhu,Male,1990-04-09,Nashik,Maharashtra,India,1005036,Medium,2017-05-27,36,Upper Middle
1873,Hemal,Sehgal,Female,1973-12-03,Hubli,Karnataka,India,2604319,Low,2023-02-26,52,Upper Middle
1874,Nimrat,Natarajan,Female,1958-10-20,Indore,Madhya Pradesh,India,4145502,Low,2022-07-15,67,Upper Middle
1875,Balveer,Shroff,Male,1995-08-29,Kolkata,West Bengal,India,1148278,Low,2019-11-10,30,Upper Middle
1876,Ekaja,Chander,Female,1977-12-17,Kolkata,West Bengal,India,487766,Low,2026-02-23,48,Low
1877,Chanakya,Shah,Male,1998-03-29,Rajkot,Gujarat,India,2489223,High,2024-06-14,28,Upper Middle
1878,Vidhi,Singhal,Female,1968-11-12,Nagpur,Maharashtra,India,2105306,Medium,2021-10-07,57,Upper Middle
1879,Isaac,Dhawan,Male,1987-10-25,New Delhi,Delhi,India,683713,Medium,2020-06-05,38,Middle
1880,Rajata,Ramanathan,Female,2004-12-07,New Delhi,Delhi,India,2037585,Low,2020-11-16,21,Upper Middle
1881,Noah,Nair,Male,1987-11-14,Mysuru,Karnataka,India,2968914,Low,2019-08-10,38,Upper Middle
1882,Widisha,Balan,Female,1991-06-05,Nagpur,Maharashtra,India,2714504,Medium,2024-03-13,35,Upper Middle
1883,Vyanjana,Chowdhury,Female,1964-09-12,Bhopal,Madhya Pradesh,India,3057771,Medium,2017-08-07,61,Upper Middle
1884,Wakeeta,Shenoy,Female,1984-01-16,Hyderabad,Telangana,India,2981358,Low,2022-06-19,42,Upper Middle
1885,Lohit,Pall,Male,1957-11-02,Mysuru,Karnataka,India,2066954,Medium,2019-05-24,68,Upper Middle
1886,Eesha,Trivedi,Female,1980-06-23,Udaipur,Rajasthan,India,959416,Medium,2026-04-06,46,Middle
1887,Tanmayi,Chhabra,Female,1957-10-17,Surat,Gujarat,India,3397002,Low,2018-03-28,68,Upper Middle
1888,Balendra,Mittal,Male,1976-06-25,Kanpur,Uttar Pradesh,India,1607788,Medium,2022-01-11,50,Upper Middle
1889,Vihaan,Rattan,Male,1968-12-04,Bhopal,Madhya Pradesh,India,3784568,High,2025-07-20,57,Upper Middle
1890,Jagdish,Kohli,Male,1989-12-27,New Delhi,Delhi,India,4809654,Low,2023-07-10,36,Upper Middle
1891,Fariq,Subramaniam,Male,1992-03-20,Rajkot,Gujarat,India,1228054,Medium,2025-10-22,34,Upper Middle
1892,Bachittar,Oak,Male,1979-10-02,Hubli,Karnataka,India,3726882,Low,2023-01-06,46,Upper Middle
1893,Upasna,Saran,Female,1985-01-04,Udaipur,Rajasthan,India,1186162,Medium,2020-01-11,41,Upper Middle
1894,Pavani,Keer,Female,1990-12-13,Hyderabad,Telangana,India,4450961,Medium,2026-02-19,35,Upper Middle
1895,Brinda,Sur,Female,1993-12-14,Lucknow,Uttar Pradesh,India,2719340,Low,2019-06-07,32,Upper Middle
1896,Vedika,Nanda,Female,1993-07-22,Kanpur,Uttar Pradesh,India,1124793,Low,2018-06-07,32,Upper Middle
1897,Chanakya,Saxena,Male,1992-08-15,Udaipur,Rajasthan,India,543613,Medium,2025-12-06,33,Middle
1898,Nikita,Ravi,Female,1966-09-24,Indore,Madhya Pradesh,India,3729055,High,2019-06-26,59,Upper Middle
1899,Darika,Raghavan,Female,1994-09-18,Indore,Madhya Pradesh,India,4258697,Medium,2017-09-02,31,Upper Middle
1900,Yug,Bhat,Male,1969-10-24,Nashik,Maharashtra,India,1919266,High,2022-01-21,56,Upper Middle
1901,Ikbal,Dewan,Male,1959-03-15,Noida,Uttar Pradesh,India,1769776,Medium,2018-01-10,67,Upper Middle
1902,Aachal,Din,Female,1987-06-05,Kolkata,West Bengal,India,559122,Low,2026-05-14,39,Middle
1903,Upkaar,Wali,Male,1961-09-09,Lucknow,Uttar Pradesh,India,4021632,High,2019-01-10,64,Upper Middle
1904,Robert,Sekhon,Male,1964-05-18,Kanpur,Uttar Pradesh,India,3078803,High,2021-06-12,62,Upper Middle
1905,Ishanvi,Nadig,Female,1959-06-10,Coimbatore,Tamil Nadu,India,357741,Medium,2019-10-25,67,Low
1906,Max,Saran,Male,1981-06-03,Hyderabad,Telangana,India,3798801,High,2021-08-02,45,Upper Middle
1907,Chanchal,Anand,Female,1976-11-06,Indore,Madhya Pradesh,India,801523,Low,2022-05-06,49,Middle
1908,Saksham,Datta,Male,1979-10-22,Nagpur,Maharashtra,India,3991371,Medium,2025-03-03,46,Upper Middle
1909,Bhavani,Pingle,Female,1988-09-14,Surat,Gujarat,India,1237709,Medium,2021-06-28,37,Upper Middle
1910,Avi,Acharya,Male,1996-03-03,Udaipur,Rajasthan,India,4348266,Low,2025-10-28,30,Upper Middle
1911,Rachita,Choudhary,Female,1975-07-13,Kolkata,West Bengal,India,4423646,Medium,2026-01-05,50,Upper Middle
1912,Amruta,Keer,Female,1960-11-29,Kolkata,West Bengal,India,3073787,Medium,2021-04-15,65,Upper Middle
1913,Shravya,Nadkarni,Female,1967-06-25,Bhopal,Madhya Pradesh,India,1474581,Low,2023-10-31,59,Upper Middle
1914,Tanmayi,Raj,Female,1981-09-24,Pune,Maharashtra,India,3342751,Medium,2022-12-31,44,Upper Middle
1915,Jagvi,Ghose,Female,1965-02-07,Hubli,Karnataka,India,4286978,Medium,2023-11-22,61,Upper Middle
1916,Ekiya,Guha,Female,1961-05-10,Hubli,Karnataka,India,1529150,Medium,2024-07-25,65,Upper Middle
1917,Rehaan,Parsa,Male,2004-03-17,New Delhi,Delhi,India,2841383,Low,2025-12-08,22,Upper Middle
1918,Faraj,Mani,Male,1958-10-28,New Delhi,Delhi,India,4635383,Medium,2023-08-02,67,Upper Middle
1919,Ekani,Apte,Female,1967-10-30,Kolkata,West Bengal,India,2936507,Medium,2018-08-16,58,Upper Middle
1920,Adweta,Dhawan,Female,1994-10-11,Kanpur,Uttar Pradesh,India,4343749,Low,2017-09-15,31,Upper Middle
1921,Tejas,Deshpande,Male,1984-03-15,Mumbai,Maharashtra,India,2894665,Low,2024-10-07,42,Upper Middle
1922,Ekapad,Sagar,Male,1964-04-04,New Delhi,Delhi,India,3290551,Medium,2017-12-05,62,Upper Middle
1923,Unnati,Gole,Female,1958-04-03,Hyderabad,Telangana,India,3349765,Medium,2024-03-30,68,Upper Middle
1924,Simon,Sengupta,Male,1973-06-07,Vadodara,Gujarat,India,2577285,Medium,2024-03-20,53,Upper Middle
1925,Peter,Kara,Male,1968-10-18,Nashik,Maharashtra,India,2380139,Low,2023-01-12,57,Upper Middle
1926,Unnati,Amble,Female,1960-11-23,Chennai,Tamil Nadu,India,1788396,Low,2019-08-25,65,Upper Middle
1927,Zaid,Khalsa,Male,2000-03-29,Hyderabad,Telangana,India,834093,High,2026-04-27,26,Middle
1928,Lipika,Roy,Female,2002-03-20,Hyderabad,Telangana,India,2209131,Low,2025-01-08,24,Upper Middle
1929,Qadim,Bandi,Male,1971-06-16,Lucknow,Uttar Pradesh,India,2974777,Medium,2025-10-11,55,Upper Middle
1930,Wyatt,Pillay,Male,1997-11-21,Coimbatore,Tamil Nadu,India,999494,Medium,2017-02-17,28,Middle
1931,Warda,Buch,Female,1966-11-06,Hyderabad,Telangana,India,2816254,Medium,2018-05-31,59,Upper Middle
1932,Zansi,Mammen,Female,1955-08-21,Rajkot,Gujarat,India,1934090,Medium,2018-11-26,70,Upper Middle
1933,Balveer,Virk,Male,1956-12-19,Nagpur,Maharashtra,India,2571158,Medium,2024-05-25,69,Upper Middle
1934,Jason,Sodhi,Male,1973-02-16,Kolkata,West Bengal,India,2813539,Low,2017-12-28,53,Upper Middle
1935,Nimrat,Bera,Female,1961-09-30,Kolkata,West Bengal,India,4519992,Low,2017-10-25,64,Upper Middle
1936,Aashi,Singh,Female,1974-07-08,Surat,Gujarat,India,2977706,High,2022-05-01,52,Upper Middle
1937,Wahab,Narula,Male,1994-06-03,Lucknow,Uttar Pradesh,India,3924003,Medium,2024-03-18,32,Upper Middle
1938,Patrick,Menon,Male,1964-07-27,Noida,Uttar Pradesh,India,4818021,High,2023-08-26,61,Upper Middle
1939,Geetika,Banik,Female,1992-01-31,Surat,Gujarat,India,4509232,Low,2021-05-29,34,Upper Middle
1940,Kalpit,Bhat,Male,1966-03-28,Vadodara,Gujarat,India,1596859,Low,2021-08-29,60,Upper Middle
1941,Hamsini,Behl,Female,1994-08-28,Jaipur,Rajasthan,India,1618124,Low,2024-07-15,31,Upper Middle
1942,Amara,Mangat,Female,1956-02-29,Bhopal,Madhya Pradesh,India,2218672,High,2021-06-13,70,Upper Middle
1943,Chakrika,Date,Female,1996-01-31,New Delhi,Delhi,India,3099464,Medium,2024-09-25,30,Upper Middle
1944,Balvan,Mall,Male,1977-09-25,Noida,Uttar Pradesh,India,3601271,Medium,2025-02-01,48,Upper Middle
1945,Ekaja,Mand,Female,1979-01-10,Jaipur,Rajasthan,India,1473820,High,2020-10-10,47,Upper Middle
1946,Lavanya,Atwal,Female,1991-08-03,Pune,Maharashtra,India,2446890,Low,2021-03-03,34,Upper Middle
1947,Gagan,Dora,Male,1977-12-27,Nagpur,Maharashtra,India,3032044,Medium,2018-05-21,48,Upper Middle
1948,Qasim,Gill,Male,1972-11-28,Madurai,Tamil Nadu,India,2598168,Low,2024-02-01,53,Upper Middle
1949,Jacob,Sundaram,Male,1958-11-12,Mysuru,Karnataka,India,4241569,High,2020-12-06,67,Upper Middle
1950,Amol,Oza,Male,1990-02-14,Udaipur,Rajasthan,India,3445887,Low,2019-07-25,36,Upper Middle
1951,Elijah,Dube,Male,1971-01-04,Kolkata,West Bengal,India,3975253,High,2017-12-03,55,Upper Middle
1952,Triveni,Rajagopal,Female,1958-06-08,Lucknow,Uttar Pradesh,India,3022485,High,2024-12-03,68,Upper Middle
1953,Urvi,Ganesh,Female,1968-02-10,Bengaluru,Karnataka,India,1977673,Medium,2020-07-14,58,Upper Middle
1954,Pooja,Bhagat,Female,1968-10-06,Coimbatore,Tamil Nadu,India,2487070,Medium,2020-01-28,57,Upper Middle
1955,Devika,Ben,Female,1956-06-11,Pune,Maharashtra,India,2933697,High,2020-12-25,70,Upper Middle
1956,Vedika,Rastogi,Female,1992-04-03,Kanpur,Uttar Pradesh,India,2994984,Medium,2019-05-04,34,Upper Middle
1957,Matthew,Soni,Male,1992-07-25,Kolkata,West Bengal,India,2472866,Low,2024-08-03,33,Upper Middle
1958,Kamala,Raghavan,Female,1963-12-16,Bengaluru,Karnataka,India,3884711,Low,2025-07-18,62,Upper Middle
1959,Warjas,Lala,Male,1973-01-01,Mumbai,Maharashtra,India,435906,Medium,2023-02-14,53,Low
1960,Teerth,Arora,Male,1970-11-03,Hyderabad,Telangana,India,2671010,Medium,2018-12-15,55,Upper Middle
1961,Udarsh,Raja,Male,1970-05-16,Ahmedabad,Gujarat,India,4760746,Low,2021-05-26,56,Upper Middle
1962,Zilmil,Barman,Female,1965-08-15,Bhopal,Madhya Pradesh,India,1901280,Medium,2021-11-09,60,Upper Middle
1963,Zinal,Pandya,Female,1977-04-24,New Delhi,Delhi,India,3071843,Low,2018-02-22,49,Upper Middle
1964,Madhavi,Nayak,Female,1955-07-27,Kanpur,Uttar Pradesh,India,3927210,High,2023-11-01,70,Upper Middle
1965,Kiaan,Chaudhari,Male,2004-08-18,Bhopal,Madhya Pradesh,India,3571116,Low,2021-01-31,21,Upper Middle
1966,Shivani,Shenoy,Female,1996-02-24,Kolkata,West Bengal,India,2169736,Medium,2020-10-30,30,Upper Middle
1967,Indali,Venkatesh,Female,1963-08-08,Hyderabad,Telangana,India,1980502,Medium,2020-08-07,62,Upper Middle
1968,Gautam,Munshi,Male,1993-04-22,Indore,Madhya Pradesh,India,2029262,Low,2022-03-24,33,Upper Middle
1969,Abdul,Anand,Male,1956-05-11,Mumbai,Maharashtra,India,4830487,Low,2025-10-20,70,Upper Middle
1970,Abeer,Sabharwal,Male,1990-08-05,Kolkata,West Bengal,India,2051602,Low,2017-08-23,35,Upper Middle
1971,Zaitra,Chawla,Female,1991-03-18,Udaipur,Rajasthan,India,3280847,Low,2018-02-24,35,Upper Middle
1972,Pushti,Kanda,Female,2003-11-19,Rajkot,Gujarat,India,2049732,Low,2024-01-27,22,Upper Middle
1973,Jeremiah,Hans,Male,1993-03-23,Noida,Uttar Pradesh,India,3491906,Medium,2021-04-22,33,Upper Middle
1974,Advik,Chanda,Male,1972-09-18,Surat,Gujarat,India,4632684,Low,2017-01-24,53,Upper Middle
1975,Janani,Dara,Female,1957-09-09,Rajkot,Gujarat,India,3306396,Medium,2017-06-15,68,Upper Middle
1976,Chameli,De,Female,1992-05-21,Jaipur,Rajasthan,India,4552270,Low,2018-07-12,34,Upper Middle
1977,Hiral,Choudhry,Female,1976-07-02,Hyderabad,Telangana,India,360864,Low,2022-11-19,50,Low
1978,Lajita,Menon,Female,1983-01-06,Jaipur,Rajasthan,India,2900315,High,2019-08-15,43,Upper Middle
1979,Baljiwan,Setty,Male,1961-06-01,New Delhi,Delhi,India,3568924,High,2024-06-06,65,Upper Middle
1980,Tanay,Naik,Male,2003-04-23,New Delhi,Delhi,India,2388747,Low,2021-03-10,23,Upper Middle
1981,Faris,Borah,Male,1996-04-25,Hubli,Karnataka,India,4241074,Medium,2020-11-12,30,Upper Middle
1982,Bhavani,Raja,Female,1957-08-11,Indore,Madhya Pradesh,India,2758571,Low,2021-03-16,68,Upper Middle
1983,Ojas,Bhasin,Male,1994-04-08,Mysuru,Karnataka,India,4650329,High,2023-02-05,32,Upper Middle
1984,Libni,Gokhale,Female,1995-06-21,Kolkata,West Bengal,India,4473797,Low,2020-11-17,31,Upper Middle
1985,Bhavya,Swamy,Female,1966-01-30,Kolkata,West Bengal,India,538892,Medium,2023-12-25,60,Middle
1986,Shravya,Gokhale,Female,2003-04-22,Nashik,Maharashtra,India,3719652,Low,2019-11-25,23,Upper Middle
1987,Chatura,Dhawan,Male,1995-05-16,Indore,Madhya Pradesh,India,425312,Low,2024-11-09,31,Low
1988,Upasna,Kamdar,Female,2001-05-08,Rajkot,Gujarat,India,4290371,Medium,2025-09-07,25,Upper Middle
1989,Vaishnavi,Lad,Female,1996-08-31,Hyderabad,Telangana,India,306053,Low,2018-04-18,29,Low
1990,Anay,Bora,Male,1984-08-06,New Delhi,Delhi,India,4829731,Low,2018-03-30,41,Upper Middle
1991,Jeremiah,Sehgal,Male,1957-09-26,Noida,Uttar Pradesh,India,1946575,Low,2017-09-07,68,Upper Middle
1992,Yadavi,Dixit,Female,1963-06-02,Bengaluru,Karnataka,India,1095149,Medium,2016-10-21,63,Upper Middle
1993,Anjali,Ramakrishnan,Female,1990-03-14,Indore,Madhya Pradesh,India,2402778,Low,2016-07-02,36,Upper Middle
1994,Forum,Narayan,Female,1962-09-15,Kolkata,West Bengal,India,4661379,Medium,2021-01-07,63,Upper Middle
1995,Aarav,Varma,Male,1977-12-31,Mysuru,Karnataka,India,1518202,Medium,2023-02-22,48,Upper Middle
1996,William,Sarin,Male,1993-04-04,Jaipur,Rajasthan,India,420139,Low,2024-10-31,33,Low
1997,Bhavya,Zachariah,Female,1980-01-26,Chennai,Tamil Nadu,India,398251,Medium,2023-05-11,46,Low
1998,Aarav,Rajagopalan,Male,1964-09-21,Kolkata,West Bengal,India,3702896,Medium,2020-04-30,61,Upper Middle
1999,Divya,Wason,Female,1988-10-01,Kanpur,Uttar Pradesh,India,3989838,Low,2024-09-08,37,Upper Middle
2000,Osha,Mitter,Female,1984-04-04,Hyderabad,Telangana,India,2441480,Low,2022-08-05,42,Upper Middle
2001,Baghyawati,Chana,Female,1963-05-26,Hyderabad,Telangana,India,3172049,Medium,2023-04-21,63,Upper Middle
2002,Onkar,Buch,Male,1977-08-16,Vadodara,Gujarat,India,513187,High,2022-09-14,48,Middle
2003,Mohini,Jain,Female,1976-05-15,Surat,Gujarat,India,1308962,Medium,2024-04-22,50,Upper Middle
2004,Anmol,Rajagopalan,Male,1985-11-19,Mysuru,Karnataka,India,3958809,Medium,2019-06-29,40,Upper Middle
2005,Mason,Ramakrishnan,Male,1979-10-22,Hyderabad,Telangana,India,1934755,Low,2019-09-26,46,Upper Middle
2006,Praneel,Sur,Male,1959-01-15,Pune,Maharashtra,India,4708840,Medium,2018-04-21,67,Upper Middle
2007,Theodore,Gupta,Male,1971-01-08,Indore,Madhya Pradesh,India,4825295,Low,2017-12-06,55,Upper Middle
2008,Andrew,Hans,Male,1998-07-22,Kolkata,West Bengal,India,1689451,Medium,2018-11-13,27,Upper Middle
2009,Kashvi,Suresh,Female,1965-12-08,Hubli,Karnataka,India,1996144,Low,2016-12-01,60,Upper Middle
2010,Azad,Zachariah,Male,1971-12-09,New Delhi,Delhi,India,4297556,Medium,2023-02-06,54,Upper Middle
2011,Zaid,Walla,Male,2001-02-26,New Delhi,Delhi,India,4962030,Medium,2021-09-21,25,Upper Middle
2012,Abhiram,Bansal,Male,2001-12-06,Indore,Madhya Pradesh,India,1476949,Low,2024-02-17,24,Upper Middle
2013,Ayaan,Nazareth,Male,1994-08-10,Coimbatore,Tamil Nadu,India,3814904,Low,2022-04-05,31,Upper Middle
2014,Tanmayi,Dani,Female,2001-03-11,Coimbatore,Tamil Nadu,India,2617083,Low,2017-03-20,25,Upper Middle
2015,Yutika,Shanker,Female,1991-11-22,Surat,Gujarat,India,1494608,Medium,2020-02-02,34,Upper Middle
2016,Falguni,Kaul,Female,1972-02-03,Mumbai,Maharashtra,India,4697651,Low,2025-08-13,54,Upper Middle
2017,Anita,Dhaliwal,Female,1977-02-08,Madurai,Tamil Nadu,India,1347439,Medium,2017-09-17,49,Upper Middle
2018,Aditya,Sinha,Male,1957-01-22,Bengaluru,Karnataka,India,2582563,High,2024-10-20,69,Upper Middle
2019,Jairaj,De,Male,1997-08-19,Udaipur,Rajasthan,India,4213501,Medium,2017-04-07,28,Upper Middle
2020,Harini,Bedi,Female,1990-10-13,Noida,Uttar Pradesh,India,1164447,Low,2016-09-24,35,Upper Middle
2021,Chanakya,Shan,Male,1973-07-17,Madurai,Tamil Nadu,India,3927882,Medium,2021-09-18,52,Upper Middle
2022,Bhavika,Cherian,Female,1988-08-14,New Delhi,Delhi,India,4559932,Low,2019-05-23,37,Upper Middle
2023,Yadavi,Kannan,Female,2005-05-13,Kolkata,West Bengal,India,4373078,Low,2018-06-06,21,Upper Middle
2024,Isha,Sandhu,Female,1977-08-04,Madurai,Tamil Nadu,India,2529307,Low,2017-07-24,48,Upper Middle
2025,Sai,Nair,Male,1966-10-21,Hyderabad,Telangana,India,3509374,Low,2022-03-24,59,Upper Middle
2026,Ekapad,Nagy,Male,1969-05-25,Indore,Madhya Pradesh,India,1285437,High,2018-07-17,57,Upper Middle
2027,Aradhana,Ghose,Female,1980-06-19,Kolkata,West Bengal,India,3213400,Medium,2020-02-11,46,Upper Middle
2028,Bhavika,Dara,Female,1972-06-22,Kanpur,Uttar Pradesh,India,3644477,High,2022-03-12,54,Upper Middle
2029,Ekta,Sagar,Female,1969-04-11,Pune,Maharashtra,India,502538,Medium,2021-02-22,57,Middle
2030,Reva,Gala,Female,1979-06-26,Vadodara,Gujarat,India,4130432,High,2019-05-07,47,Upper Middle
2031,Jairaj,Baria,Male,1983-03-04,Kolkata,West Bengal,India,2620561,Medium,2023-12-13,43,Upper Middle
2032,Chandresh,Puri,Male,1960-08-23,Kolkata,West Bengal,India,2507660,Medium,2018-10-03,65,Upper Middle
2033,Adweta,Sur,Female,1955-10-09,Madurai,Tamil Nadu,India,3000134,Medium,2019-03-04,70,Upper Middle
2034,Aarush,Amble,Male,2000-01-16,Mysuru,Karnataka,India,3251151,Medium,2017-11-10,26,Upper Middle
2035,Chanchal,Mander,Female,1999-05-20,Kolkata,West Bengal,India,3706322,Low,2019-07-16,27,Upper Middle
2036,Vyanjana,Date,Female,1993-02-21,Mysuru,Karnataka,India,4372171,Low,2023-07-27,33,Upper Middle
2037,Eshana,Madan,Female,1995-01-22,Kolkata,West Bengal,India,433608,Low,2019-12-30,31,Low
2038,Umang,Sabharwal,Male,1956-10-02,Hyderabad,Telangana,India,4815204,Low,2025-05-21,69,Upper Middle
2039,Gagan,Barad,Male,1999-07-06,Chennai,Tamil Nadu,India,3694341,High,2020-07-22,26,Upper Middle
2040,Yahvi,Chakrabarti,Female,1980-05-02,Kolkata,West Bengal,India,3531628,Low,2019-07-20,46,Upper Middle
2041,Owen,Sahota,Male,1985-03-15,Indore,Madhya Pradesh,India,4012261,High,2021-08-11,41,Upper Middle
2042,Jacob,Handa,Male,1963-02-24,Hyderabad,Telangana,India,521116,Medium,2016-07-25,63,Middle
2043,Zilmil,Chandran,Female,1976-08-13,Chennai,Tamil Nadu,India,2111671,Low,2018-06-27,49,Upper Middle
2044,Zehaan,Kanda,Male,1965-11-08,Chennai,Tamil Nadu,India,3982178,Medium,2022-08-23,60,Upper Middle
2045,Ishita,Malhotra,Female,1971-09-18,Jaipur,Rajasthan,India,3652228,Medium,2024-05-20,54,Upper Middle
2046,Gunbir,Chowdhury,Male,1988-11-29,New Delhi,Delhi,India,3405701,Low,2017-05-22,37,Upper Middle
2047,Warjas,Tank,Male,2000-07-15,Kolkata,West Bengal,India,1428207,Low,2019-01-10,25,Upper Middle
2048,Fariq,Bassi,Male,1998-10-19,Hyderabad,Telangana,India,4290777,Medium,2019-06-27,27,Upper Middle
2049,Qabil,Mane,Male,1959-01-18,Indore,Madhya Pradesh,India,4947899,High,2017-05-28,67,Upper Middle
2050,Urishilla,Krishnamurthy,Female,1969-06-15,Noida,Uttar Pradesh,India,4160763,Medium,2020-01-20,57,Upper Middle
2051,Utkarsh,Bassi,Male,2001-04-08,Bhopal,Madhya Pradesh,India,485515,Medium,2022-03-05,25,Low
2052,Atharv,Yogi,Male,1960-04-30,Kolkata,West Bengal,India,834998,Medium,2018-04-06,66,Middle
2053,Farhan,Balakrishnan,Male,1959-07-01,New Delhi,Delhi,India,4417211,Medium,2019-06-24,67,Upper Middle
2054,Yasti,D’Alia,Female,1962-11-25,Jaipur,Rajasthan,India,2899002,Medium,2024-09-27,63,Upper Middle
2055,Kamya,Saxena,Female,1968-10-25,Kolkata,West Bengal,India,3715354,Low,2017-09-10,57,Upper Middle
2056,Nicholas,Saini,Male,1960-01-13,Mumbai,Maharashtra,India,1303976,Medium,2026-05-08,66,Upper Middle
2057,Nicholas,Karpe,Male,1971-12-13,Indore,Madhya Pradesh,India,1652304,Medium,2019-11-13,54,Upper Middle
2058,Omaja,Kari,Female,1994-06-21,Indore,Madhya Pradesh,India,4452151,Medium,2018-05-12,32,Upper Middle
2059,Kashish,Sachar,Female,1979-09-20,Ahmedabad,Gujarat,India,3550175,High,2018-02-26,46,Upper Middle
2060,Raghav,Kannan,Male,1984-04-06,Lucknow,Uttar Pradesh,India,1104159,Low,2019-11-21,42,Upper Middle
2061,Warinder,Sundaram,Male,1974-05-26,Udaipur,Rajasthan,India,1848255,Low,2017-09-26,52,Upper Middle
2062,Tejas,Dhillon,Male,1963-08-24,Coimbatore,Tamil Nadu,India,984245,Low,2017-05-30,62,Middle
2063,Utkarsh,Gokhale,Male,2003-08-28,Hyderabad,Telangana,India,810873,High,2020-03-01,22,Middle
2064,Ridhi,Deshpande,Female,1995-07-06,Kolkata,West Bengal,India,4738588,Low,2023-01-28,31,Upper Middle
2065,Gunbir,Parmer,Male,2003-09-17,Udaipur,Rajasthan,India,3444352,High,2024-04-10,22,Upper Middle
2066,Isha,Nayak,Female,1965-10-31,Madurai,Tamil Nadu,India,1824937,Medium,2021-01-27,60,Upper Middle
2067,Amol,Bhasin,Male,1967-01-03,Surat,Gujarat,India,1784182,High,2018-08-26,59,Upper Middle
2068,Ekansh,Choudhry,Male,1977-06-25,Hyderabad,Telangana,India,625262,High,2021-04-05,49,Middle
2069,Veer,Sahota,Male,1999-01-08,New Delhi,Delhi,India,1813445,Medium,2024-05-28,27,Upper Middle
2070,Pavani,Kannan,Female,1992-09-01,Rajkot,Gujarat,India,1602353,High,2019-05-26,33,Upper Middle
2071,Farhan,Garde,Male,1969-12-25,Kanpur,Uttar Pradesh,India,4057555,High,2021-07-05,56,Upper Middle
2072,Jyoti,Chadha,Female,1982-04-28,Kolkata,West Bengal,India,2308663,High,2026-04-28,44,Upper Middle
2073,Yutika,Suresh,Female,2003-01-02,Coimbatore,Tamil Nadu,India,791775,High,2023-06-29,23,Middle
2074,Vritti,Shere,Female,1972-05-26,Indore,Madhya Pradesh,India,2988993,High,2020-03-02,54,Upper Middle
2075,Abhimanyu,Sangha,Male,1987-01-25,Hyderabad,Telangana,India,1436452,Medium,2021-03-27,39,Upper Middle
2076,Jatin,Narang,Male,1979-11-30,New Delhi,Delhi,India,3463066,Low,2020-09-06,46,Upper Middle
2077,Janya,Dixit,Female,1984-09-24,Lucknow,Uttar Pradesh,India,4360962,Medium,2023-11-16,41,Upper Middle
2078,Aarnav,Sahni,Male,1955-07-31,Noida,Uttar Pradesh,India,762342,Medium,2026-03-31,70,Middle
2079,Anusha,Singhal,Female,1985-09-11,Chennai,Tamil Nadu,India,4853227,Low,2017-03-28,40,Upper Middle
2080,Anay,Sandal,Male,2002-01-30,Mumbai,Maharashtra,India,3528786,Low,2025-01-24,24,Upper Middle
2081,Ronith,Srinivas,Male,1973-01-03,Jaipur,Rajasthan,India,675144,High,2025-07-10,53,Middle
2082,Upkaar,Tandon,Male,1990-07-08,Lucknow,Uttar Pradesh,India,2986959,Low,2018-02-25,35,Upper Middle
2083,Chakrika,Arora,Female,1968-08-19,Lucknow,Uttar Pradesh,India,430801,Low,2020-07-30,57,Low
2084,Janani,Deo,Female,1998-02-07,Madurai,Tamil Nadu,India,339751,High,2023-05-28,28,Low
2085,Manbir,Khare,Male,1990-12-29,Mysuru,Karnataka,India,3671874,Low,2022-08-02,35,Upper Middle
